,PropertyValue2014,PropertyValue2015,PropertyValue2016,PropertyValue2017,PropertyValue2018
528,20.0593,21.5295,22.3262,23.8015,24.99
529,21.5299,23.2631,23.8583,24.767,25.8656
530,21.16815,23.4092,24.2278,24.71225,25.89215
531,21.103,23.0534,24.8946,25.383,26.1797
532,17.9029,18.6823,19.4127,20.0826,20.7677
533,18.1359,19.2428,19.6809,20.7635,21.6606
534,17.02525,17.5515,18.5005,19.2799,20.7462
535,20.3525,21.6592,23.2499,24.1891,25.9135
536,17.6713,18.5161,19.4241,20.0895,20.9738
537,200,163,272.8,294.3737,300.261
538,23.4898,24.5,25.5865,27.3142,28.6793
539,21.7397,22.5056,24.1194,25.1128,26.8544
540,19.4314,19.8195,20.1216,20.524,20.9344
541,40.5398,43.5458,46.4494,48.587,52.7744
542,12.9612,14.5119,15.1503,15.9682,16.5461
543,30.94765,32.42725,37.26225,38.76,41.80355
544,28.6895,32.5824,34.0108,36,40.0432
545,33.9062,34.7939,36.2769,38.2363,41.2346
546,26.128,27.4374,29.2392,31.2263,35.3846
547,21.88765,23.0021,25.3679,27.4338,29.18885
548,30.9788,32.3232,35.2881,36.7543,38.8537
549,13.8063,14,15.3299,17.1051,16.983
550,12.35,12.77375,13.4191,18.9,18.9
551,0,0,0,0,0
552,34.3,36.5401,37.83315,39.23095,40.61975
553,10.9346,11.15295,11.32295,11.5493,11.7802
554,48.73495,51.39165,54.62775,57.03665,59.49905
555,47.7156,50.27795,55.6573,58.7906,61.5137
556,13.2803,14.05935,14.764,17.15395,18.1103
557,37.8626,47.0295,48.9708,49.9501,51.329
558,20.05005,22.9412,24.56575,26.6287,31.11
559,39.2685,40.8813,41.50465,44.2702,52.21755
560,24.8103,27.75,29.1134,31.4888,33.9059
561,19.29825,19.81335,20.36185,21.81785,28.1758
562,35.1052,37.3009,40.5,44.8,49.9912
563,27.0356,28.3711,29.9145,31.8209,32.9278
564,20.5929,21.2694,22.3035,22.9732,24.4739
565,20.2982,21.47245,23.86475,26.02405,28.5286
566,61.99,63.6751,67.7064,78.3027,79.8687
567,72.2148,72.8257,75.3548,78.7021,80.276
568,47.9107,54.0835,54.9081,60,64.6575
569,50.73355,52.7942,58.97695,72.2654,73.0445
570,92.6881,94.52365,95.9526,105.8467,115.1097
571,47.01815,47.95635,50.3566,56.3875,63.11565
572,40.5,44.033,45.5989,46.5793,47.5316
573,25.7382,26.951,36.1147,47.57145,48.5228
574,63.0884,64.3476,65.3279,76.2791,97.0146
575,32.6424,33.3125,34.6199,35.3122,36.3181
576,44.8017,46.511,51.2037,56.7321,59.823
577,53.6278,56.262,61.19925,65.08085,77.45575
578,12,12.9536,14,15.7239,16.32
579,72.0383,73.8653,74.9871,78.54,81.1597
580,34.51595,36.74205,40.3888,43.425,45.8439
581,47.0305,54.3043,59.0253,63.662,66.5412
582,46.1083,54.2434,55.1324,56.2349,57.9545
583,27.1225,30.1263,31.9263,33.1064,34.9094
584,16.8074,18.8298,20.1239,21.998,24.7711
585,88.1181,93.208,98.6479,104.369,109.255
586,27.4827,29.726,31.673,33.2866,36.4315
587,35.25225,37.90125,39.14805,42.70255,47.6479
588,37.7585,40.3691,40.9846,45.8996,47.6061
589,45.7935,47.0189,50.9246,53.29,55.1366
590,43.3281,44.5704,45.4639,49.1854,51.1552
591,51.8249,55.9661,68.93085,71.62335,78.1182
592,52.9132,54.3773,59.4173,65.8006,67.3048
593,46.8973,47.968,49.3725,54.4263,56.69735
594,37.5113,40.4957,43.1695,44.8646,48.7013
595,57.2817,61.9029,66.09375,68.55295,72.9674
596,58.9,63.5,65.7,68.8642,74.1344
597,30.9,33.1493,38.3123,40.7,43.5
598,30.95,33.1702,36.8948,38.8977,40.97465
599,58.5268,60.6567,62.0705,65.0197,66.5855
600,16.4947,18.76875,19.90895,21.72545,22.20205
601,56.3876,57.5141,60,64.3195,66.8765
602,26.8626,27.3992,27.8169,28.3731,29.0029
603,107.96375,123.78015,125.66775,141.10515,162.53695
604,54.1961,57.97195,58.85365,61.7497,67.5106
605,42.69285,44.57625,46.4079,48.12205,50.10165
606,111.6973,117.4631,117.7523,121.6393,132.5883
607,40.3515,45.36085,46.0517,49.6519,54.6053
608,94.3374,102.5114,116.9482,116.6349,118.953
609,60.0552,61.6749,68.2607,92.1796,115.7146
610,113.09655,114.29385,165.19795,168.49945,154.5765
611,58.3342,75.0253,89.2287,91.0131,119.1875
612,49.00975,50.00945,52.98115,57.48825,67.9577
613,40.8703,44,45.5633,47.2688,53.7143
614,47.47615,50.0532,55.5168,58.3569,60.41215
615,47.3203,49.4049,52.0998,54.3665,56.9925
616,42.1733,45.1874,46.24205,51.6299,56.6609
617,53.24035,57.76275,66.19305,68.8803,72.25
618,44.06755,46.0391,46.9557,49.82305,51.50945
619,58.33595,61.7175,63.80545,69.87015,78.1466
620,42.5452,43.5211,45.0026,47.0119,49.4432
621,51.3919,55.19045,59.524,61.54595,64.0648
622,31.3439,34.0365,36.2302,38.8194,40.8799
623,48.8576,51.70865,56.06785,58.8312,63.8476
624,44.5367,45.899,49.87,51.2276,54.9454
625,38.2759,40.8125,42.0355,44.9251,47.7737
626,33.939,34.97865,36.0912,37.30345,40.1069
627,36.62235,39.41295,40.5958,43.8453,46.72875
628,29.532,30.8233,32.6898,34.884,38.9108
629,47.8431,49.9357,54.08275,55.4603,58.59285
630,42.5987,44.36815,47.8205,50.69945,53.51885
631,55.1186,57.2853,60.5342,62.673,68.03515
632,87.3948,90.15,93.7225,99.782,105.7669
633,50.43145,57.23875,59.0179,60.7171,62.8366
634,94.35905,96.24425,101.9837,109.02195,111.2023
635,97.6526,99.6036,101.1225,103.1449,105.2077
636,330.2152,336.8128,341.9491,348.788,355.7637
637,48.9486,53.4971,60.8429,65.5396,69.8276
638,52.9808,54.6753,56.9861,60.34125,66.5157
639,54.4523,57.1076,60.5975,63.3596,65.5207
640,45.2021,47.9,51.66005,53.86015,56.0511
641,63.1793,65.919,68.89515,71.90925,76.38945
642,64.3272,66.19765,67.93955,69.4612,70.84835
643,83.83185,83.86105,86.80405,89.51135,96.48095
644,44.8118,48.7893,53.4724,57.092,61.4412
645,44.3,47.8117,49.6418,53.3275,59.8229
646,45.191,49.5669,51.5186,53.1464,56.7889
647,50.75995,54.40585,55.40085,57.6075,63.71055
648,50.4385,52.7673,55.9188,58.5388,61.7703
649,35.8375,39.6675,41.8946,44.5554,48.9982
650,51.7598,54.471,56.9681,60.3905,64.8375
651,38.091,41.213,43.377,45.9746,51
652,61.6622,67.778,71.2,74.889,78.3625
653,47.6453,50.0914,54.228,57.1669,60.7145
654,35.6242,37.7424,40.3494,43.897,47.2582
655,37.7733,39.378,42.6011,45.9261,50.2709
656,30.8692,32.9445,34.256,36.4286,38.384
657,30.1768,32.63525,35.05285,37.0123,40.2325
658,25.4222,26.8184,29.94615,32.23105,33.6288
659,29.7566,31,32.3589,33.7685,37.0257
660,25.37595,26.7885,28.40745,30.5062,33.8238
661,25.6157,26.7868,27.9786,29.1977,30.6296
662,24.06435,25.1604,26.4377,27.6617,29.32025
663,23.1048,24.4225,25.3611,27.8137,29.1762
664,31.9341,34.9617,36.6057,39.0693,41.2129
665,26.54685,28.2112,28.8456,32.04215,35.6946
666,25.76155,26.89315,28.61645,30.1609,33.10825
667,24.7473,26.8502,28.0169,29.4372,32.054
668,20.2546,21.8168,22.698,23.6748,24.9718
669,20.7679,21.8424,22.898,23.7335,24.8291
670,21.4906,22.9697,24.1068,25.5802,27.4893
671,21.756,22.634,24.0868,24.988,26.6616
672,21.981,23.2588,24.4245,25.5954,27.03685
673,22.78695,24.0106,24.6974,25.74715,27.87885
674,22.4701,24.3369,25.5579,26.6127,28.1012
675,20.2209,20.9831,21.8741,23.7438,24.9126
676,23.5402,25.3059,26.3437,28.6387,30.4111
677,10.0666,10.85535,12.069,13.819,14.7102
678,30.1547,31.4722,32.3178,34.7144,37.6506
679,26.72785,27.3506,29.19965,29.806,31.79045
680,26.9703,29.1295,30.3824,31.5183,33.67055
681,24.297,25.0744,25.8016,27.0751,29.0439
682,34.4007,36.1191,38.0581,39.8166,44.7459
683,33.6,34.2712,37.0791,42.006,44.5748
684,38.8667,42.1,44.3793,46.3798,47.3299
685,31.21315,33.9403,34.73055,36.0231,38.08695
686,30.8107,32.4121,33.8885,35.5445,36.4285
687,26.9556,28.20695,29.10265,32.1474,34.73125
688,21.97425,24.0345,24.87265,25.4986,26.4122
689,21.8775,22.3145,24.3879,25.61345,26.38335
690,21.3806,22.9518,23.7758,25.1081,26.6773
691,27.0077,27.86945,28.7979,31.72525,32.7206
692,35.74895,37.3902,40.708,40.92475,46.44095
693,24.3333,25.6804,26.5175,28.355,31.6396
694,21.8797,22.7389,23.8984,24.8636,26.7845
695,18.8271,19.6418,20.2379,21.638,22.6463
696,21.9439,24.05185,24.73595,25.99915,27.652
697,25.3862,26.4727,27.45585,28.45065,30.14185
698,21.5172,22.3593,23.4296,24.5655,25.4882
699,23.96625,25.2078,26.31865,29.4321,32.03775
700,751.5761,767.3425,779.0329,1047.99435,1217.3605
701,83.81995,95.17585,101.33945,106.77145,108.9068
702,29.1232,29.9587,32.7921,34.95565,35.65465
703,27.1844,28.3913,29.5306,30.8705,31.8219
704,32.4898,33.7413,34.3576,37.5326,38.8982
705,27.45125,29.66705,32.5838,36.9488,37.6876
706,24.8176,25.6152,27.515,28.0823,29.3
707,30.2157,32.107,32.7197,34.0305,37.4857
708,31.0645,32.3785,34.22455,35.96955,37.6917
709,37.8584,40.12275,44.9014,53.52095,56.70375
710,25.8321,27.3663,28.6623,30.2169,32.2047
711,38.5626,40,41.9109,43.8338,45.2598
712,22.0926,23.4741,24.3732,25.4638,27.1931
713,20.98625,21.72205,22.88185,23.839,25.3158
714,19.0395,19.5817,21.0171,21.5365,22.1411
715,19.6931,20.70615,21.4355,22.3069,23.5546
716,20.52325,22.0392,23.44415,24.16075,25.31625
717,18.22075,18.8117,19.41375,20.1883,21.40215
718,18.812,19.6658,20.3123,20.9736,21.9212
719,20.6749,21.31665,22.1581,23.0669,24.6524
720,19.0572,20.35905,21.05665,22.13235,23.64525
721,20.0361,20.7242,21.45445,22.48315,24.1293
722,18.2766,18.75825,19.64455,20.37265,21.6447
723,20.1938,21.37445,22.5983,24.0224,25.7082
724,22.5242,23.38815,24.29745,25.4777,27.056
725,21.1073,22.1097,22.8,23.8394,24.9546
726,19.1586,19.73425,20.6151,21.692,22.5866
727,19.4799,20.2463,21.13985,22.5869,23.3635
728,20.0587,21.3558,21.84235,22.7998,23.8501
729,14.39635,15.3944,16.65305,17.37025,18.5478
730,19.3346,20.0993,20.68165,21.46435,22.76265
731,19.75515,20.5038,22.1709,23.72895,24.8933
732,22.7585,23.7628,24.46985,25.33785,26.34605
733,18.9348,19.9395,20.78415,21.81135,23.32405
734,19.48885,20.00815,21.32815,22.2993,23.0689
735,25.76245,27.9916,30.56045,32.1673,33.8218
736,23.7155,24.9604,25.7666,27.0452,28.712
737,23.5152,24.6706,26.0585,27.3087,29.6665
738,20.4611,21.256,22.4615,23.5069,24.718
739,19.9659,21.2278,22.3938,23.533,24.3504
740,19.08435,19.6588,20.56565,21.3263,22.09905
741,21.5897,23.0536,23.925,25.1606,26.188
742,25.64435,27.49985,28.40175,29.9509,30.75625
743,22.14,23.3238,24.4061,25.1354,25.7614
744,21.2656,22.1741,22.72,24.1325,25.2789
745,21.23865,22.2497,23.60555,24.7532,26.66945
746,19.9802,20.5266,21.9655,22.7457,24.5495
747,21.5975,23.8402,24.3349,24.8215,27.9132
748,19.40375,20.25785,21.23715,22.22635,23.77585
749,19.0516,19.9293,20.87125,21.4249,22.34535
750,19.8665,20.6967,21.8376,22.7851,23.7406
751,19.8834,20.95,21.8075,22.4004,23.506
752,18.82425,19.8566,20.5194,21.73395,22.72595
753,18.6,19.6855,20.3049,21.4647,22.4908
754,19.2673,20.12875,21.27585,23.2896,25.84745
755,21.7221,22.8036,23.625,24.6014,26.2406
756,23.6347,24.6896,26.0296,27.2641,28.8589
757,28.1035,29.8479,31.1973,32.4449,34.4433
758,17.96385,18.46225,19.29855,20.18225,20.98965
759,21.6275,22.2727,22.87755,24.28195,25.7131
760,20.3203,21.2151,21.7461,22.9108,24.2855
761,18.5564,19.1327,19.8051,20.2625,21.2915
762,16.847,17.6153,18.3509,19.3551,20.4194
763,22.5959,24.05975,24.98365,26.4467,28.09415
764,27.1225,28.888,30.6277,31.9529,33.7372
765,22.6386,23.6159,24.8945,26.194,27.5926
766,18.2945,18.84785,19.87685,21.0527,22.50505
767,20.9826,21.6549,22.5047,23.6497,24.91045
768,15.87435,16.26145,16.79575,17.30055,20.8234
769,28.4303,29.5353,30.5309,32.4,34.6321
770,68.4429,82.2135,87.1332,88.872,90.64555
771,51.9178,52.955,55.2946,64.3,72.179
772,74.7846,98.21625,99.70985,101.69855,126.2703
773,28.6778,30.7335,33.3912,34.92715,37.36765
774,17.509,18.2606,19.1836,20.3507,21.0012
775,17.5517,19.5499,20.4544,21.1615,22.4908
776,17.3,18.0998,18.7238,19.7744,20.9428
777,17.6031,18.7814,19.4714,20.486,21.4352
778,17.79845,18.79685,19.49765,20.22775,21.0002
779,16.732,17.63495,18.2936,19.044,19.93345
780,16.59315,17.26295,17.84765,18.45195,19.0942
781,16.0241,17.908,18.6209,19.1295,19.9071
782,18.56605,20.2253,21.425,22.57505,24.2242
783,21.8,23.5721,24.3248,26,27.12985
784,22.96795,24.83035,25.96055,26.791,28.315
785,17.9073,18.8464,19.6589,20.5625,21.42115
786,18.4177,19.1328,19.9929,20.9356,22.0575
787,18.2603,19.05865,19.83895,20.94485,21.63175
788,19.679,20.7319,21.8375,22.9605,24.2316
789,18.3119,19.2625,20.1644,21.5568,22.7719
790,24.90895,25.69335,26.6647,28.42065,29.89105
791,22.02075,22.9676,24.37965,26.1646,27.0533
792,18.078,19.0987,19.80565,20.63135,22.1848
793,19.42445,20.5,21.72625,23.3993,24.1845
794,20.9882,22.5,23.6593,24.4985,26.4064
795,18.5,19.83645,20.68175,21.8197,23.14335
796,16.8706,17.5686,18.1335,19.7351,20.4
797,18.9085,20,20.6752,21.6912,23.46
798,17.6748,18.5358,19.4804,20.3244,21.3198
799,17.5109,18.4557,19.7643,20.9705,21.6499
800,18.3653,19.1877,20.64,21.7604,23.1155
801,19.8882,20.4922,21.8445,22.7851,23.547
802,18.89255,20.07515,21.09275,22.71285,24.28105
803,19.3579,20.5929,21.76775,23.08185,24.77105
804,19.0639,20.59625,21.6543,23.28985,24.7955
805,18.377,19.4674,20.1858,21.2119,22.0776
806,17.2637,18.1762,19.1924,19.6289,20.6803
807,16.49915,17.57365,18.4642,19.4241,20.3745
808,16.8084,17.9671,19.2563,20.3848,21.5869
809,18.9043,20,20.8741,22.512,24.3118
810,18.5564,19.5426,20.2608,21.0896,22.6296
811,15.98145,16.607,17.1731,17.8505,18.99405
812,17.59955,18.44925,20.0269,21.23335,22.92915
813,17.1846,18.2147,18.9508,19.9132,21.2133
814,15.44165,16.1057,17.1856,18.081,18.91725
815,16.14905,17.13935,17.70735,18.37935,19.47365
816,16.1506,16.906,17.6304,18.5,19.6012
817,16.7995,17.647,18.5448,19.5813,20.5929
818,16.39315,16.97385,17.7091,18.7594,19.56955
819,17.2,18.1958,19.407,20.5755,22.0685
820,18.427,19.2245,20.5158,21.9756,23.0284
821,15.9845,17.1058,18.0085,18.5677,19.5632
822,18.0763,18.684,19.5228,20.5451,21.4212
823,19.1606,19.8335,20.2313,20.825,21.5364
824,17.3328,18.2892,18.841,19.4694,21.0015
825,16.4429,17.29265,18.0374,18.78355,20.10615
826,0,0,0,0,0
827,16.0505,17,17.8541,18.8945,19.9112
828,16.1567,17,18.0515,19.0434,21.5834
829,14.26765,14.7555,15.5483,16.4377,17.1272
830,15.3693,16.21515,16.9781,17.6413,18.30985
831,15.0036,16.0703,16.8457,17.7092,18.5388
832,16.2607,17.26315,17.86675,18.5678,19.72825
833,81.17115,84.1502,88.2231,92.85795,98.86805
834,110.98045,119.84235,126.106,132.83445,139.09375
835,25.64485,26.61345,28.56625,31.4613,33.07125
836,135.5235,145.5625,152.5553,160.2829,172.0653
837,117.7114,123.5208,131.2655,138.274,144.8939
838,105.4976,111.241,116.2956,122.7189,128.7042
839,112.16065,122.25925,133.8597,141.91685,150.2977
840,131.13055,141.38865,148.95835,160.68405,171.6483
841,124.0254,130.2542,137.5827,145.46595,157.4235
842,81.0447,86.6305,93.1856,97.5472,104.8705
843,84.4687,90,93.7317,97.909,102.17685
844,78.6603,83.3779,87.1133,92.3335,98.5438
845,70.81955,75.1368,78.26655,81.95155,87.58185
846,101.9601,109.6332,114.805,125.2243,131.0748
847,116.51665,122.2782,129.61285,139.77545,152.3961
848,125.89345,136.0832,147.3841,162.891,173.35775
849,47.3348,52.0305,54.09445,55.914,58.5506
850,46.16475,48.3433,51.0434,54.1383,56.36405
851,65.2155,68.5746,70.9659,74.31,77.7583
852,66.7014,70.889,73.8565,76.9597,81.2466
853,74.94315,80.47405,85.1339,88.96545,94.49805
854,47.99065,51.3781,55,58.4799,60.6375
855,49.1822,52.7329,56,58.8313,62.8664
856,0,0,0,0,0
857,27.6649,28.2176,28.6478,30.4576,31.1199
858,29.0686,31.4999,31.9801,33.14465,33.8063
859,34.1542,37.7,38.7,41.7,44.6416
860,84.5512,89.4954,92.9824,99.988,103.0652
861,97.928,104.8588,108.4111,112.3132,120.2205
862,35.862,38.8529,40.4,42.4412,45.3265
863,54.27315,56.7565,59.14305,61.7997,65.1029
864,53.6,55.9,59.2759,62.0295,65.9698
865,73.3418,77.3652,80.5473,84.9035,87.9787
866,70.8252,74.9021,76.96275,81.98485,86.38785
867,56.0184,59.34235,63.2203,65.8509,68.52605
868,50.5626,52.9674,56.0223,59.0863,62.1355
869,50.2636,52.1209,53.2483,54.6432,56.6092
870,49.64055,52.06445,54.2936,58.7432,61.8556
871,48.44665,51.0306,53.6488,55.3392,59.19505
872,57.01475,58.68665,60.9109,63.6622,67.35765
873,50.5625,54.0534,57.9311,60.74955,63.54095
874,46.8414,48.6688,52.7922,56.5936,60.1771
875,45.8133,48.1401,50.9714,53.4595,57.5355
876,46.57195,49.2977,51.9961,54.3964,57.456
877,54.5102,57.7,61.1723,64.0854,68.5575
878,67.02215,69.853,73.25545,75.48,78.84595
879,57.9976,61.9695,64.9354,68.4143,72.0328
880,77.67595,82.3159,87.97515,93.07475,98.95205
881,55.83545,59.75495,62.96055,65.8075,69.48105
882,76.82135,81.3161,85.07185,91.5768,97.0017
883,67.2313,70.6987,74.9999,79.4577,83.9688
884,42.5259,43.85795,45.88685,48.63535,49.9191
885,47.2581,51.2532,53.6596,56.7367,60.5593
886,35.45265,37.8181,40.95085,44.1397,46.41445
887,40.9846,42.6466,45.5,47.7123,49.7432
888,53.00685,56.8,58.90345,65.9133,70.7705
889,48.3256,50.7033,51.8399,55.402,59.67
890,59.5481,64.3696,67.2577,69.4715,73.8326
891,53.08785,55.2067,58.0953,59.32235,63.54675
892,46.0926,47.6806,48.68155,50.11025,53.99315
893,33.2352,35.1779,36.5489,38.3,42.4838
894,28.61285,30.19025,32.14435,34.5425,36.9266
895,26.0324,28.99,31.1291,33.9524,38.6462
896,42.7805,45.1347,46.7964,52.442,55.6772
897,37.8175,41.2813,44.0329,46.0821,49.0033
898,36.2088,37.361,39.552,41.9382,44.1699
899,42.041,44.6734,46.59765,49.8853,52.4044
900,48.7618,50.7417,53.3247,57.923,61.098
901,43.7954,49.2162,51.8525,54.78505,58.0201
902,47.5524,50.6248,52.9089,57.0485,59.718
903,31.2157,34.1537,35.3536,37.976,40.2397
904,42.56305,45.32635,47.48715,49.13115,53.22105
905,39.1653,42.8082,44.8333,48.7015,51.4516
906,40.6114,42.5213,44.2055,46.0774,48.6274
907,49.83745,52.52505,55.1343,59.3293,63.9258
908,42.4418,45.3694,47.6272,49.8623,52.4892
909,41.681,43.8489,46.3495,48.7726,50.8392
910,40.4012,45.7165,47.22355,49.06045,52.45135
911,40.83685,43.03365,45.8075,48.50475,50.67015
912,35.77975,38.13135,41.70955,43.934,47.8895
913,40.9226,44.0332,46.3056,50.2781,53.4572
914,44.3463,46.5363,49.29235,53.1384,57.279
915,49.527,57.1516,60.4614,63.2344,66.9015
916,69.0364,73.3244,76.8326,82.6909,89.2749
917,61.6401,66.6871,76.407,83.4929,87.8285
918,50.378,56.4853,62.9038,66.4217,70.0928
919,44.03845,48.1978,51.4873,54.57605,57.74195
920,44.9935,46.8275,50.024,52.9683,57.1263
921,67.8922,73.0712,76.478,81.2105,85.5613
922,68.0424,71.7226,74.811,79.5609,85.89005
923,74.9409,79.2818,82.7583,88.2039,93.116
924,30.052,31.2202,33.9078,37.4764,41.1981
925,29.463,31.4681,33.5978,34.9122,37.4837
926,34.2621,37.0537,38.4199,39.827,43.0946
927,44.8156,47.3226,49.5177,52.4121,55.6978
928,32.3365,33.8641,35.6049,37.747,40.6408
929,45.4889,48.0332,49.8687,52.1,54.3552
930,25.5222,26.79115,28.2054,29.57425,30.93665
931,57.48045,61.0967,63.9232,66.58065,69.393
932,25.2115,27.7,29.1339,31.0665,33.7546
933,40.2955,42.29995,44.18415,46.78285,49.46685
934,35.1677,36.8857,39.7888,41.3803,43.7228
935,47.10995,50.29705,52.36055,56.16705,59.19205
936,46.3404,48.5149,51.4978,53.6602,55.3696
937,60.8946,64.274,68.2626,73.1904,76.6929
938,33.8021,36.2062,37.3437,39.3312,42.64055
939,32.15495,33.31915,34.6611,36.77365,38.88945
940,50.80855,53.11735,56.76395,59.74735,62.3702
941,38.226,39.83515,41.79615,44.22585,46.32605
942,19.439,20.3,21.6425,22.9711,23.7016
943,0,0,0,0,0
944,37.16885,39.4285,42.0054,43.5039,46.96375
945,62.1046,64.67485,67.89595,72.07765,79.5718
946,22.00095,22.48955,23.1733,23.79295,25.20955
947,24.9975,25.5837,26.82385,27.9351,29.73735
948,20.6127,21.3354,21.8734,22.6561,23.4978
949,20.1216,21,22.28205,23.60195,24.9725
950,25.3767,25.9972,26.8386,28.2936,30.4576
951,21.33625,22.17135,22.95375,23.73295,24.7768
952,32.4812,33.5685,34.9787,36.1804,37.6216
953,25.6157,26.8173,27.56595,28.51925,29.53215
954,31.3536,33.5331,34.8484,36.6156,38.9607
955,26.3353,26.9,27.8089,28.5602,29.7827
956,30.6383,31.8445,33.331,34.5,36.4284
957,27.1225,28.3345,29.307,30.909,32.7936
958,32.6677,34.3553,35.939,37.1212,39.5093
959,24.4279,25.9529,26.731,28.5,30.20465
960,20.3032,21.0061,21.6977,22.4822,23.6595
961,16.983,17.6019,17.87015,18.9755,19.7235
962,21.825,22.64165,23.48065,24.4708,25.2748
963,20.48325,21.1531,21.60545,22.16715,23.0742
964,21.2994,22.0883,22.89435,23.62715,24.7483
965,13.4607,13.7295,14.2122,14.7347,15.2541
966,29.7142,30.8303,31.831,32.9305,34.4908
967,22.7206,23.597,24.17955,24.9128,26.8029
968,21.9544,22.7551,23.5141,24.3128,25.33995
969,21.8942,22.6257,23.5124,24.5345,25.5218
970,15.7753,16.3798,16.87945,17.85295,18.742
971,11.5407,11.8934,12.6031,13.7295,14.4332
972,23.82255,24.52855,25.12535,26.4526,27.54455
973,23.82635,25.7445,28.28835,29.2274,30.21325
974,15.5519,15.9444,16.9259,17.69245,19.0615
975,16.8704,17.6078,18.0147,18.7743,19.4171
976,29.2019,30.6192,32.3036,33.4223,35.4561
977,17.2443,15.6614,15.9002,16.91,18.0932
978,26.7872,29.0566,29.823,30.8,31.4211
979,28.5559,29.26265,30.61205,32.46515,34.4786
980,20.7374,22.6885,24.9149,26.948,28.9438
981,26.0036,26.7563,27.8084,29.1313,30.4153
982,21.52175,22.07945,23.52245,24.52715,25.4574
983,25.5195,27.1314,28.0861,29.8466,30.9903
984,30.204,31.3529,32.9742,34.4437,35.8216
985,29.55,30.5845,31.7133,33.7219,35.82445
986,34.1432,35.86575,37.5131,39.17425,41.3253
987,24.5,27.1691,27.9074,28.7012,29.7864
988,26.787,27.8817,29.7089,30.9681,32.3771
989,27.41375,28.8924,30.3482,31.6766,33.8828
990,31.7185,33.187,34.0257,36.1,38.2714
991,33.91625,35.25875,36.94555,38.10345,39.8336
992,40.6111,43.3491,45.3265,46.4323,49.8861
993,34.6614,36.4,38.5,40.2531,42
994,35.8555,38.1086,39.6241,41.2231,43.7334
995,30.59545,31.9612,32.96655,34.5567,36.31335
996,44.0289,46.323,48.3029,50.7305,52.9188
997,39.6572,41.259,43.193,45.8612,48.5308
998,36.6866,38.19865,40.10745,42.46885,44.26675
999,30.8636,31.9801,33.8286,35.2155,37.3477
1000,32.1456,34.2578,36.4175,38.0327,40.2994
1001,37.4303,39.1316,40.94245,43.5975,46.6
1002,34.8441,36.55105,38.06075,40.2523,42.68575
1003,47.9526,50.744,53.1,55.9598,58.2948
1004,59.81135,62.64125,64.89675,68.6353,71.0409
1005,33.5,36.4299,37.17305,39.49815,41.52055
1006,50.816,52.85785,54.9455,57.53155,59.7785
1007,32.7959,33.87765,34.93745,37.0409,39.1633
1008,38.7434,41.46635,43.60295,45.83415,47.87635
1009,36.9948,39.1314,40.7877,42.5778,44.3723
1010,30.7235,32.6826,35.0542,36.6365,38.95055
1011,31.88,33.8,35.7647,37.8319,39.5539
1012,44.5334,46.1527,49.02395,51.04685,53.7561
1013,32.8469,34.7,35.9027,37.66045,40.3318
1014,62.39985,64.9356,66.9006,70.945,73.50535
1015,45.69535,47.96565,49.911,52.05755,54.6487
1016,38.5212,39.8751,42.17,44.1844,45.3561
1017,36.6762,38.9,40.7807,42.8765,44.3628
1018,37.6823,39.49425,40.8603,42.9091,44.80215
1019,31.28555,33.17995,35.82755,38.13995,39.54355
1020,32.50965,34.31325,35.34125,37.0247,38.7781
1021,33.2357,34.6792,36.2762,39.2986,40.9397
1022,28.2199,29.4882,30.4631,33.1978,34.1449
1023,32.7573,34.6449,36,38.2799,40.7312
1024,27.60525,29.57405,30.56055,31.9237,33.7789
1025,23.24055,25.00105,26.1873,27.78085,29.89875
1026,28.24085,29.30735,30.97155,33.58285,35.3193
1027,28.8732,31.1093,32.1988,34.3942,35.1676
1028,26.1279,27.3,30.0777,31.875,33.3063
1029,32.0536,33.9615,35.6338,37.4094,39.312
1030,29.23585,30.49005,32.0293,33.5249,34.9246
1031,44.1367,46.40025,47.2683,48.54655,49.9501
1032,30.17195,32.0546,33.6019,34.89435,37.8382
1033,31.6048,33,34.256,36.9804,38.9991
1034,42.6458,44.6717,48.45,50.3991,53.255
1035,32.26,34.3,36.0304,36.9032,39
1036,37.0916,38.0372,38.936,40.4259,44.3721
1037,31.71525,32.98355,35.45355,38.52215,40.05695
1038,42.93565,44.07305,46.0362,49.7308,51.2384
1039,29.46595,30.44355,32.1956,33.00335,34.55775
1040,46.9986,50.2191,52.2528,54.4238,57.279
1041,41.7743,44.0164,45.7021,47.75155,50.0412
1042,40.7601,42.8489,45.25,47.069,49.2312
1043,39.4281,41.2274,43.0241,46.1764,49.303
1044,34.4157,35.90695,38.0608,39.3019,41.5702
1045,35.20755,37.7385,39.54615,41.27375,44.07585
1046,28.3,30.22575,31.3059,33.3127,35.13805
1047,38.0036,39.681,40.9683,43.5531,45.4654
1048,37.55,41.25,43.0527,45.63955,47.8493
1049,37.20365,39.85,41.33795,43.376,45.3777
1050,36.3417,38.3,40.9,42.4576,44.4438
1051,33.03915,34.7204,36.49685,38.99325,41.7446
1052,31.0128,32.0612,33.371,35.0178,37.0972
1053,30.8683,31.9877,33.0328,34.2076,35.4483
1054,27.2056,28.2828,29.5986,31.1199,33.1167
1055,29.42665,31.11435,32.4063,34.0994,35.56865
1056,30.9109,31.97505,33.70425,35.18675,36.90695
